"","Year","Plot","TreatmentSR","ObservedSR","live.mass"
"1369",2017,229,1,0,0
"1370",2017,230,9,6,387.4
"1371",2017,231,1,1,140.2
"1372",2017,233,9,8,717.5
"1373",2017,235,1,1,102.2
"1374",2017,243,9,4,520.5
"1375",2017,306,16,6,372.2
"1376",2017,308,9,6,526
"1377",2017,312,9,3,80.3
"1378",2017,314,1,1,316.2
"1379",2017,320,9,4,273.2
"1380",2017,322,1,1,75.7
"1381",2017,323,1,1,80.6
"1382",2017,329,1,1,16.7
"1383",2017,330,1,1,53.8
"1384",2017,331,1,1,156.4
"1385",2017,336,1,1,42.1
"1386",2017,339,1,1,86
"1387",2017,343,1,1,76.4
"1388",2017,344,16,4,538.5
"1389",2017,345,1,1,217.7
"1390",2017,347,1,1,74.2
"1391",2017,355,16,5,450.1
"1392",2017,356,9,3,171.5
"1393",2017,358,16,4,330.7
"1394",2017,361,9,6,319.7
"1395",2017,67,16,6,380.5
"1396",2017,69,16,4,256.1
"1397",2017,70,1,1,44.1
"1398",2017,77,1,0,0
"1399",2017,83,9,4,320.5
"1400",2017,87,9,4,285.9
"1401",2017,90,1,1,79.8
"1402",2017,92,9,2,171.9
