"","site_code","year","site_name","plot","year_trt","trt","totplotcover.yr.live","sr_NA","sr_INT","sr_NAT","sr_UNK","sr_INT.site","sr_non.nat_rare","sr_nat_rare","sr_non.rare_non.nat","sr_non.rare_nat","sr_nat_dom","sr_non.nat_dom","sr_nat_unk_rare","sr_non.nat_unk_rare","sr_non.rare_nat_unk","sr_non.rare_non.nat_unk","sr_non_rare_spp.Freq","sr_non.rare_nat.Freq","sr_non.rare_non.nat.Freq","sr_rare_non.nat.Freq","sr_rare_nat.Freq","sr_rare_unk_nat.Freq","sr_non.rare_nat_unk.Freq","sr_non.rare_non.nat_unk.Freq","sr_rare_non.nat_unk.Freq","sr_non.rare_nat2","sr_non.rare_non.nat2","sr_nat_rare2","sr_non.nat_rare2","sr_non.rare_nat3","sr_non.rare_non.nat3","sr_nat_rare3","sr_non.nat_rare3"
"396","hall.us",2012,"Hall's Prairie",3,5,"Control",96,3,0,5,0,2,0,0,0,2,1,0,0,0,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0
"397","hall.us",2013,"Hall's Prairie",3,6,"Control",102,3,0,6,0,2,0,0,0,3,2,0,0,0,3,0,3,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0
"398","hall.us",2014,"Hall's Prairie",3,7,"Control",48,2,0,4,0,2,0,0,0,2,1,0,0,0,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0
"399","hall.us",2007,"Hall's Prairie",13,0,"Control",78,0,0,4,0,1,0,0,0,4,2,0,0,0,4,0,4,4,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0
"400","hall.us",2008,"Hall's Prairie",13,1,"Control",97,4,2,5,0,5,0,0,0,3,2,0,0,0,3,0,3,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0
"401","hall.us",2009,"Hall's Prairie",13,2,"Control",86,7,1,6,2,5,0,0,0,2,1,0,0,0,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0
"402","hall.us",2010,"Hall's Prairie",13,3,"Control",77,3,1,3,0,3,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"403","hall.us",2011,"Hall's Prairie",13,4,"Control",60,2,0,3,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"404","hall.us",2007,"Hall's Prairie",26,0,"Control",92,0,0,5,0,1,0,1,0,4,2,0,1,0,4,0,5,5,0,0,0,0,5,0,0,4,0,1,0,5,0,0,0
"405","hall.us",2008,"Hall's Prairie",26,1,"Control",83,6,2,9,0,5,0,1,0,4,2,0,1,0,4,0,5,5,0,0,0,0,5,0,0,4,0,1,0,5,0,0,0
"406","hall.us",2009,"Hall's Prairie",26,2,"Control",104,6,2,5,1,5,0,0,0,2,1,0,0,0,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0
"407","hall.us",2010,"Hall's Prairie",26,3,"Control",77,3,2,2,0,3,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"408","hall.us",2011,"Hall's Prairie",26,4,"Control",80,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"409","hall.us",2012,"Hall's Prairie",26,5,"Control",80,1,0,2,0,2,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"410","hall.us",2012,"Hall's Prairie",13,5,"Control",85,3,0,4,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"411","hall.us",2013,"Hall's Prairie",13,6,"Control",87,3,0,4,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"412","hall.us",2014,"Hall's Prairie",13,7,"Control",83,3,0,4,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"413","hall.us",2013,"Hall's Prairie",26,6,"Control",105,2,0,3,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"414","hall.us",2014,"Hall's Prairie",26,7,"Control",98,2,0,3,0,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"415","hart.us",2007,"Hart Mountain",17,0,"Control",18,0,1,10,1,3,0,4,1,6,1,0,5,1,7,2,8,6,1,0,4,5,7,2,1,5,1,5,0,7,1,3,0
"416","hart.us",2012,"Hart Mountain",17,5,"Control",10,5,0,5,3,2,0,1,0,1,0,0,2,1,2,1,2,1,0,0,1,2,2,1,1,1,0,1,0,2,0,0,0
"417","hart.us",2007,"Hart Mountain",24,0,"Control",75,0,1,9,2,3,0,2,1,7,1,0,4,2,9,3,10,7,1,0,2,4,9,3,2,6,1,3,0,9,1,0,0
"418","hart.us",2009,"Hart Mountain",24,2,"Control",63,3,1,7,2,3,0,1,0,4,1,0,3,2,6,2,6,4,0,0,1,3,6,2,2,3,0,2,0,5,0,0,0
"419","hart.us",2010,"Hart Mountain",24,3,"Control",44.5,2,0,8,3,2,0,1,0,7,1,0,2,1,8,1,8,7,0,0,1,2,8,1,1,6,0,2,0,8,0,0,0
"420","hart.us",2011,"Hart Mountain",24,4,"Control",38.5,2,1,9,3,2,0,2,1,6,1,0,4,2,8,3,9,6,1,0,2,4,8,3,2,5,1,3,0,8,1,0,0
"421","hart.us",2007,"Hart Mountain",8,0,"Control",72,0,0,9,1,3,0,2,0,7,1,0,3,1,8,1,8,7,0,0,2,3,8,1,1,5,0,4,0,7,0,2,0
"422","hart.us",2008,"Hart Mountain",8,1,"Control",64,1,0,6,1,3,0,1,0,4,1,0,2,1,5,1,5,4,0,0,1,2,5,1,1,4,0,1,0,4,0,1,0
"423","hart.us",2009,"Hart Mountain",8,2,"Control",46,2,1,7,1,3,0,1,0,5,1,0,2,1,6,1,6,5,0,0,1,2,6,1,1,4,0,2,0,5,0,1,0
"424","hart.us",2010,"Hart Mountain",8,3,"Control",40,4,1,9,2,2,0,1,0,6,1,0,2,1,7,1,7,6,0,0,1,2,7,1,1,5,0,2,0,6,0,1,0
"425","hart.us",2011,"Hart Mountain",8,4,"Control",43.5,3,1,6,2,2,0,0,0,5,1,0,1,1,6,1,6,5,0,0,0,1,6,1,1,4,0,1,0,5,0,0,0
"426","hart.us",2012,"Hart Mountain",8,5,"Control",18,3,1,6,1,2,0,1,0,3,1,0,2,1,4,1,4,3,0,0,1,2,4,1,1,3,0,1,0,3,0,1,0
"427","hart.us",2009,"Hart Mountain",17,2,"Control",12,3,1,4,1,3,0,0,1,2,1,0,0,0,2,1,3,2,1,0,0,0,2,1,0,1,1,1,0,2,1,0,0
"428","hart.us",2008,"Hart Mountain",24,1,"Control",56,1,1,7,2,3,0,0,1,6,1,0,2,2,8,3,9,6,1,0,0,2,8,3,2,6,1,0,0,6,1,0,0
"429","hart.us",2012,"Hart Mountain",24,5,"Control",67,3,1,5,2,2,0,0,1,3,1,0,1,1,4,2,5,3,1,0,0,1,4,2,1,3,1,0,0,3,1,0,0
"430","hart.us",2008,"Hart Mountain",17,1,"Control",23,5,1,7,2,3,0,1,1,2,0,0,2,1,3,2,4,2,1,0,1,2,3,2,1,2,1,1,0,2,1,1,0
"431","hart.us",2011,"Hart Mountain",17,4,"Control",9.5,8,1,7,5,2,0,0,1,3,0,0,1,1,4,2,5,3,1,0,0,1,4,2,1,2,1,1,0,3,1,0,0
"432","hart.us",2010,"Hart Mountain",17,3,"Control",12.5,6,0,9,2,2,0,0,0,4,0,0,1,1,5,1,5,4,0,0,0,1,5,1,1,3,0,1,0,4,0,0,0
"433","hero.uk",2007,"Heronsbrook (Silwood Park)",3,0,"Control",136,0,0,19,0,2,0,5,0,14,2,0,5,0,14,0,15,15,0,0,4,4,15,0,0,11,0,8,0,16,0,3,0
"434","hero.uk",2008,"Heronsbrook (Silwood Park)",3,1,"Control",110.2,3,0,13,0,2,0,1,0,9,2,0,1,0,9,0,9,9,0,0,1,1,9,0,0,7,0,3,0,10,0,0,0
"435","hero.uk",2009,"Heronsbrook (Silwood Park)",3,2,"Control",114.4,7,0,20,1,1,0,2,0,12,2,0,2,0,12,0,13,13,0,0,1,1,13,0,0,9,0,5,0,14,0,0,0
"436","hero.uk",2010,"Heronsbrook (Silwood Park)",3,3,"Control",131,3,0,15,0,1,0,1,0,11,2,0,1,0,11,0,11,11,0,0,1,1,11,0,0,8,0,4,0,12,0,0,0
"437","hero.uk",2011,"Heronsbrook (Silwood Park)",3,4,"Control",206.4,4,0,16,0,2,0,1,0,11,2,0,1,0,11,0,11,11,0,0,1,1,11,0,0,8,0,4,0,12,0,0,0
"438","hero.uk",2012,"Heronsbrook (Silwood Park)",3,5,"Control",146,2,0,10,0,2,0,0,0,8,2,0,0,0,8,0,8,8,0,0,0,0,8,0,0,6,0,2,0,8,0,0,0
"439","hero.uk",2013,"Heronsbrook (Silwood Park)",3,6,"Control",146,2,0,10,0,2,0,0,0,8,2,0,0,0,8,0,8,8,0,0,0,0,8,0,0,6,0,2,0,8,0,0,0
"440","hero.uk",2007,"Heronsbrook (Silwood Park)",13,0,"Control",145.1,0,0,15,0,2,0,3,0,12,2,0,3,0,12,0,13,13,0,0,2,2,13,0,0,10,0,5,0,14,0,1,0
"441","hero.uk",2008,"Heronsbrook (Silwood Park)",13,1,"Control",137,2,0,12,0,2,0,1,0,9,2,0,1,0,9,0,9,9,0,0,1,1,9,0,0,7,0,3,0,10,0,0,0
"442","hero.uk",2009,"Heronsbrook (Silwood Park)",13,2,"Control",147.2,3,0,14,0,1,0,2,0,9,2,0,2,0,9,0,10,10,0,0,1,1,10,0,0,7,0,4,0,11,0,0,0
"443","hero.uk",2010,"Heronsbrook (Silwood Park)",13,3,"Control",179.4,4,0,15,0,1,0,2,0,9,2,0,2,0,9,0,9,9,0,0,2,2,9,0,0,7,0,4,0,10,0,1,0
"444","hero.uk",2011,"Heronsbrook (Silwood Park)",13,4,"Control",161.5,4,0,14,0,2,0,1,0,9,2,0,1,0,9,0,9,9,0,0,1,1,9,0,0,7,0,3,0,10,0,0,0
"445","hero.uk",2012,"Heronsbrook (Silwood Park)",13,5,"Control",177.1,3,0,12,0,2,0,2,0,7,2,0,2,0,7,0,8,8,0,0,1,1,8,0,0,6,0,3,0,9,0,0,0
"446","hero.uk",2013,"Heronsbrook (Silwood Park)",13,6,"Control",177.1,3,0,12,0,2,0,2,0,7,2,0,2,0,7,0,8,8,0,0,1,1,8,0,0,6,0,3,0,9,0,0,0
"447","hero.uk",2007,"Heronsbrook (Silwood Park)",23,0,"Control",142,0,1,21,0,2,1,7,0,14,2,0,7,1,14,0,14,14,0,1,7,7,14,0,1,10,0,11,1,17,0,4,1
"448","hero.uk",2008,"Heronsbrook (Silwood Park)",23,1,"Control",157.4,4,0,17,0,2,0,4,0,9,2,0,4,0,9,0,10,10,0,0,3,3,10,0,0,5,0,8,0,12,0,1,0
"449","hero.uk",2009,"Heronsbrook (Silwood Park)",23,2,"Control",134.7,5,0,19,0,1,0,4,0,10,2,0,4,0,10,0,9,9,0,0,5,5,9,0,0,6,0,8,0,12,0,2,0
"450","hero.uk",2010,"Heronsbrook (Silwood Park)",23,3,"Control",158.4,5,0,16,0,1,0,2,0,9,2,0,2,0,9,0,8,8,0,0,3,3,8,0,0,5,0,6,0,11,0,0,0
"451","hero.uk",2011,"Heronsbrook (Silwood Park)",23,4,"Control",155.6,5,0,20,0,2,0,4,0,11,2,0,4,0,11,0,10,10,0,0,5,5,10,0,0,7,0,8,0,13,0,2,0
"452","hero.uk",2012,"Heronsbrook (Silwood Park)",23,5,"Control",139.2,6,0,18,0,2,0,3,0,9,2,0,3,0,9,0,9,9,0,0,3,3,9,0,0,6,0,6,0,11,0,1,0
"453","hero.uk",2013,"Heronsbrook (Silwood Park)",23,6,"Control",134.2,6,0,18,0,2,0,3,0,9,2,0,3,0,9,0,9,9,0,0,3,3,9,0,0,6,0,6,0,11,0,1,0
"454","hopl.us",2007,"Hopland REC",21,0,"Control",127,0,10,8,0,21,3,3,7,5,0,3,3,3,5,7,13,6,7,3,2,2,6,7,3,3,6,5,4,6,8,2,2
"455","hopl.us",2008,"Hopland REC",21,1,"Control",161,7,11,7,0,22,1,1,7,2,0,3,1,1,2,7,8,2,6,2,1,1,2,6,2,1,6,2,2,2,7,1,1
"456","hopl.us",2011,"Hopland REC",21,4,"Control",120.5,14,17,8,0,33,1,1,7,2,0,3,1,1,2,7,9,2,7,1,1,1,2,7,1,1,6,2,2,2,7,1,1
"457","hopl.us",2007,"Hopland REC",8,0,"Control",107,0,10,10,0,21,3,5,7,5,0,3,5,3,5,7,13,6,7,3,4,4,6,7,3,4,6,6,4,5,8,5,2
"458","hopl.us",2008,"Hopland REC",8,1,"Control",121,5,8,8,0,22,1,2,5,3,0,3,2,1,3,5,8,3,5,1,2,2,3,5,1,3,4,2,2,3,5,2,1
"459","hopl.us",2009,"Hopland REC",8,2,"Control",128,11,16,5,1,33,3,1,5,2,0,2,1,3,2,5,7,2,5,3,1,1,2,5,3,2,4,1,4,2,6,1,2
"460","hopl.us",2010,"Hopland REC",8,3,"Control",260.5,11,9,9,0,30,1,1,3,2,0,1,1,1,2,3,5,2,3,1,1,1,2,3,1,2,3,1,1,2,3,1,1
"461","hopl.us",2011,"Hopland REC",8,4,"Control",155,8,9,6,0,33,1,0,4,2,0,3,0,1,2,4,6,2,4,1,0,0,2,4,1,2,4,0,1,2,5,0,0
"462","hopl.us",2012,"Hopland REC",8,5,"Control",63,9,9,5,0,26,0,0,3,2,0,2,0,0,2,3,5,2,3,0,0,0,2,3,0,2,3,0,0,2,3,0,0
"463","hopl.us",2013,"Hopland REC",8,6,"Control",125.1,15,15,8,0,27,2,1,3,2,0,2,1,2,2,3,5,2,3,2,1,1,2,3,2,2,3,1,2,2,4,1,1
"464","hopl.us",2014,"Hopland REC",8,7,"Control",135.8,13,15,4,1,29,1,0,4,2,0,3,0,1,2,4,6,2,4,1,0,0,2,4,1,2,4,0,1,2,4,0,1
"465","hopl.us",2015,"Hopland REC",8,8,"Control",184.5,11,11,5,0,31,1,0,2,2,0,1,0,1,2,2,4,2,2,1,0,0,2,2,1,2,2,0,1,2,2,0,1
"466","hopl.us",2016,"Hopland REC",8,9,"Control",199,13,11,7,1,30,1,0,4,1,0,2,0,1,1,4,5,1,4,1,0,0,1,4,1,1,4,0,1,1,4,0,1
"467","hopl.us",2017,"Hopland REC",8,10,"Control",192.6,8,11,5,0,32,1,1,4,2,0,2,1,1,2,4,6,2,4,1,1,1,2,4,1,2,4,1,1,2,5,1,0
"468","hopl.us",2007,"Hopland REC",19,0,"Control",156,0,9,7,0,21,0,4,9,3,0,3,4,0,3,9,11,3,8,1,4,4,3,8,1,2,8,5,1,5,9,2,0
"469","hopl.us",2009,"Hopland REC",19,2,"Control",153,16,16,7,3,33,0,2,8,0,0,3,2,0,0,8,7,0,7,1,2,2,0,7,1,0,7,2,1,1,8,1,0
"470","hopl.us",2012,"Hopland REC",19,5,"Control",113,6,6,2,1,26,0,0,3,0,0,1,0,0,0,3,3,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0
"471","hopl.us",2013,"Hopland REC",19,6,"Control",154,11,11,6,1,27,0,0,6,1,0,3,0,0,1,6,7,1,6,0,0,0,1,6,0,0,6,1,0,1,6,0,0
"472","hopl.us",2014,"Hopland REC",19,7,"Control",116,17,13,9,1,29,0,1,5,0,0,2,1,0,0,5,5,0,5,0,1,1,0,5,0,0,5,1,0,0,5,1,0
"473","hopl.us",2015,"Hopland REC",19,8,"Control",164.1,9,8,4,1,31,0,1,3,0,0,0,1,0,0,3,3,0,3,0,1,1,0,3,0,0,3,1,0,0,3,1,0
"474","hopl.us",2016,"Hopland REC",19,9,"Control",208,10,7,6,1,30,0,1,3,0,0,0,1,0,0,3,3,0,3,0,1,1,0,3,0,0,3,1,0,0,3,1,0
"475","hopl.us",2017,"Hopland REC",19,10,"Control",138,12,10,5,1,32,0,0,4,0,0,1,0,0,0,4,4,0,4,0,0,0,0,4,0,0,4,0,0,0,4,0,0
"476","hopl.us",2009,"Hopland REC",21,2,"Control",110.5,17,15,11,0,33,1,0,5,3,0,2,0,1,3,5,7,3,4,2,0,0,3,4,2,1,5,2,1,3,5,0,1
"477","hopl.us",2010,"Hopland REC",21,3,"Control",248.5,11,11,9,1,30,2,1,5,2,0,3,1,2,2,5,8,2,6,1,1,1,2,6,1,1,5,2,2,2,5,1,2
"478","hopl.us",2012,"Hopland REC",21,5,"Control",149.5,12,10,5,0,26,0,0,2,1,0,1,0,0,1,2,3,1,2,0,0,0,1,2,0,1,2,0,0,1,2,0,0
"479","hopl.us",2013,"Hopland REC",21,6,"Control",106.5,10,11,5,0,27,0,1,4,1,0,2,1,0,1,4,5,1,4,0,1,1,1,4,0,1,4,1,0,1,4,1,0
"480","hopl.us",2014,"Hopland REC",21,7,"Control",119,13,12,6,0,29,0,1,3,1,0,1,1,0,1,3,4,1,3,0,1,1,1,3,0,1,3,1,0,1,3,1,0
"481","hopl.us",2015,"Hopland REC",21,8,"Control",151.1,12,14,3,0,31,0,0,4,1,0,2,0,0,1,4,5,1,4,0,0,0,1,4,0,1,4,0,0,1,4,0,0
"482","hopl.us",2016,"Hopland REC",21,9,"Control",235,14,13,8,0,30,1,2,3,1,0,2,2,1,1,3,4,1,3,1,2,2,1,3,1,1,3,2,1,2,4,1,0
"483","hopl.us",2017,"Hopland REC",21,10,"Control",159,4,10,2,0,32,1,1,5,1,0,2,1,1,1,5,5,1,4,2,1,1,1,4,2,1,5,1,1,1,6,1,0
"484","hopl.us",2008,"Hopland REC",19,1,"Control",230,6,11,6,0,22,0,2,8,1,0,3,2,0,1,8,8,1,7,1,2,2,1,7,1,0,7,3,1,2,8,1,0
"485","hopl.us",2010,"Hopland REC",19,3,"Control",135.5,12,13,6,1,30,0,1,6,1,0,3,1,0,1,6,6,1,5,1,1,1,1,5,1,0,6,2,0,1,6,1,0
"486","hopl.us",2011,"Hopland REC",19,4,"Control",165.5,6,8,2,1,33,0,0,4,1,0,1,0,0,1,4,4,1,3,1,0,0,1,3,1,0,4,1,0,1,4,0,0
"487","kiny.au",2007,"Kinypanial",17,0,"Control",63.5,0,6,12,0,12,0,4,6,8,2,1,4,0,8,6,12,7,5,1,5,5,7,5,1,8,4,4,2,9,6,3,0
"488","kiny.au",2008,"Kinypanial",17,1,"Control",49.5,3,5,7,1,11,0,2,4,4,1,1,2,0,4,4,8,4,4,0,2,2,4,4,0,4,4,2,0,5,4,1,0
"489","kiny.au",2009,"Kinypanial",17,2,"Control",33,6,9,7,0,16,0,2,5,3,1,1,2,0,3,5,7,3,4,1,2,2,3,4,1,3,3,2,2,4,5,1,0
"490","kiny.au",2010,"Kinypanial",17,3,"Control",61.5,8,5,10,1,21,0,2,3,3,1,0,2,0,3,3,5,3,2,1,2,2,3,2,1,3,2,2,1,4,3,1,0
"491","kiny.au",2007,"Kinypanial",28,0,"Control",49.5,0,7,4,1,12,2,1,5,3,0,1,2,3,4,6,8,3,4,3,1,2,4,5,4,3,2,1,5,3,6,1,1
"492","kiny.au",2007,"Kinypanial",8,0,"Control",92,0,3,13,0,12,0,6,3,7,1,1,6,0,7,3,13,10,3,0,3,3,10,3,0,6,3,7,0,8,3,5,0
"493","kiny.au",2010,"Kinypanial",8,3,"Control",22,4,4,9,1,21,0,2,3,5,1,1,2,0,5,3,10,7,3,0,0,0,7,3,0,4,3,3,0,6,3,1,0
"494","kiny.au",2012,"Kinypanial",17,5,"Control",69.5,5,3,3,4,7,0,0,2,3,1,1,0,0,3,2,5,3,2,0,0,0,3,2,0,3,2,0,0,3,2,0,0
"495","kiny.au",2015,"Kinypanial",8,8,"Control",21.5,5,3,8,2,12,0,1,2,5,1,1,1,0,5,2,8,6,2,0,0,0,6,2,0,4,2,2,0,6,2,0,0
"496","kiny.au",2014,"Kinypanial",17,7,"Control",19.5,4,4,5,0,12,0,0,2,3,0,1,0,0,3,2,4,2,2,0,1,1,2,2,0,3,2,0,0,3,2,0,0
"497","kiny.au",2008,"Kinypanial",28,1,"Control",57.5,4,4,3,0,11,0,0,1,2,0,1,0,0,2,1,3,2,1,0,0,0,2,1,0,2,1,0,0,2,1,0,0
"498","kiny.au",2008,"Kinypanial",8,1,"Control",58.5,1,2,6,0,11,0,1,2,4,1,1,1,0,4,2,7,5,2,0,0,0,5,2,0,3,2,2,0,5,2,0,0
"499","kiny.au",2011,"Kinypanial",8,4,"Control",94.5,3,1,5,2,9,0,1,1,3,1,1,1,0,3,1,5,4,1,0,0,0,4,1,0,2,1,2,0,4,1,0,0
"500","kiny.au",2014,"Kinypanial",8,7,"Control",18.5,3,4,3,1,12,0,1,2,2,0,1,1,0,2,2,5,3,2,0,0,0,3,2,0,1,2,2,0,3,2,0,0
"501","kiny.au",2009,"Kinypanial",8,2,"Control",49,4,3,6,1,16,0,0,2,4,1,1,0,0,4,2,6,4,2,0,0,0,4,2,0,3,2,1,0,4,2,0,0
"502","kiny.au",2013,"Kinypanial",8,6,"Control",54,3,2,3,1,8,0,0,1,2,0,1,0,0,2,1,3,2,1,0,0,0,2,1,0,1,1,1,0,2,1,0,0
"503","kiny.au",2011,"Kinypanial",17,4,"Control",77.5,5,2,4,2,9,0,0,1,2,1,1,0,0,2,1,3,2,1,0,0,0,2,1,0,2,1,0,0,2,1,0,0
"504","kiny.au",2013,"Kinypanial",17,6,"Control",35.5,2,3,2,0,8,0,0,2,1,0,1,0,0,1,2,3,1,2,0,0,0,1,2,0,1,2,0,0,1,2,0,0
"505","kiny.au",2015,"Kinypanial",17,8,"Control",8.5,9,4,7,3,12,0,0,2,3,1,1,0,0,3,2,5,3,2,0,0,0,3,2,0,3,2,0,0,3,2,0,0
"506","kiny.au",2012,"Kinypanial",8,5,"Control",45,6,2,3,4,7,0,0,1,2,1,1,0,0,2,1,3,2,1,0,0,0,2,1,0,1,1,1,0,2,1,0,0
"507","kiny.au",2009,"Kinypanial",28,2,"Control",29,7,5,3,1,16,0,0,2,0,0,1,0,0,0,2,2,0,2,0,0,0,0,2,0,0,1,0,1,0,2,0,0
"508","kiny.au",2010,"Kinypanial",28,3,"Control",72.5,5,4,1,1,21,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"509","kiny.au",2014,"Kinypanial",28,7,"Control",31.5,3,3,0,1,12,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"510","koffler.ca",2010,"Koffler Scientific Reserve at Joker's Hill",11,0,"Control",207.1,0,7,3,3,9,4,0,3,3,0,0,3,7,6,6,9,3,4,3,0,3,6,7,6,1,3,2,4,3,5,0,2
"511","koffler.ca",2011,"Koffler Scientific Reserve at Joker's Hill",11,1,"Control",191,1,7,3,3,8,4,0,3,2,0,0,3,7,5,6,8,2,4,3,0,3,5,7,6,1,3,1,4,2,5,0,2
"512","koffler.ca",2012,"Koffler Scientific Reserve at Joker's Hill",11,2,"Control",179,1,4,2,2,7,2,0,2,1,0,0,2,4,3,4,6,1,3,1,0,2,3,5,3,1,2,0,2,1,4,0,0
"513","koffler.ca",2013,"Koffler Scientific Reserve at Joker's Hill",11,3,"Control",199.6,1,6,3,2,9,3,0,3,2,0,0,2,5,4,5,8,2,4,2,0,2,4,6,4,1,3,1,3,2,5,0,1
"514","koffler.ca",2014,"Koffler Scientific Reserve at Joker's Hill",11,4,"Control",72.8,2,6,5,2,10,3,0,3,3,0,0,2,5,5,5,9,3,4,2,0,2,5,6,4,1,3,2,3,3,5,0,1
"515","koffler.ca",2015,"Koffler Scientific Reserve at Joker's Hill",11,5,"Control",79.8,5,8,6,3,13,4,0,3,3,0,0,2,6,5,5,9,3,4,3,0,2,5,6,5,1,3,2,4,3,5,0,2
"516","koffler.ca",2016,"Koffler Scientific Reserve at Joker's Hill",11,6,"Control",92.4,4,6,5,3,14,2,0,3,2,0,0,3,5,5,6,8,2,4,1,0,3,5,7,4,1,3,1,2,2,5,0,0
"517","koffler.ca",2017,"Koffler Scientific Reserve at Joker's Hill",11,7,"Control",67.9,3,6,4,3,14,3,0,3,2,0,0,2,5,4,5,7,2,4,2,0,2,4,6,4,1,3,1,3,2,5,0,1
"518","koffler.ca",2010,"Koffler Scientific Reserve at Joker's Hill",17,0,"Control",51,0,4,2,2,9,2,0,2,2,0,0,2,4,4,4,6,2,3,1,0,2,4,5,3,1,2,1,2,2,4,0,0
"519","koffler.ca",2011,"Koffler Scientific Reserve at Joker's Hill",17,1,"Control",178,3,5,2,2,8,2,0,2,1,0,0,1,3,2,3,5,1,3,1,0,1,2,4,2,1,2,0,2,1,4,0,0
"520","koffler.ca",2012,"Koffler Scientific Reserve at Joker's Hill",17,2,"Control",147,1,4,1,2,7,2,0,2,1,0,0,1,3,2,3,5,1,3,1,0,1,2,4,2,1,2,0,2,1,4,0,0
"521","koffler.ca",2014,"Koffler Scientific Reserve at Joker's Hill",17,4,"Control",53.9,3,3,4,3,10,1,0,2,2,0,0,2,3,4,4,5,2,2,1,0,2,4,4,3,1,2,1,1,2,3,0,0
"522","koffler.ca",2015,"Koffler Scientific Reserve at Joker's Hill",17,5,"Control",84.2,2,4,3,2,13,2,0,2,2,0,0,1,3,3,3,6,2,3,1,0,1,3,4,2,1,2,1,2,2,4,0,0
"523","koffler.ca",2016,"Koffler Scientific Reserve at Joker's Hill",17,6,"Control",59.75,7,6,6,2,14,2,0,2,2,0,0,1,3,3,3,6,2,3,1,0,1,3,4,2,1,2,1,2,2,4,0,0
"524","koffler.ca",2017,"Koffler Scientific Reserve at Joker's Hill",17,7,"Control",70.1,10,6,7,2,14,2,0,1,2,0,0,0,2,2,1,4,2,2,1,0,0,2,2,1,1,1,1,2,2,3,0,0
"525","koffler.ca",2010,"Koffler Scientific Reserve at Joker's Hill",36,0,"Control",150,0,5,3,2,9,2,0,3,3,0,0,2,4,5,5,9,3,4,1,0,2,5,6,3,1,3,2,2,3,5,0,0
"526","koffler.ca",2011,"Koffler Scientific Reserve at Joker's Hill",36,1,"Control",185,1,4,4,2,8,1,0,3,3,0,0,2,3,5,5,8,3,3,1,0,2,5,5,3,1,3,2,1,3,4,0,0
"527","koffler.ca",2012,"Koffler Scientific Reserve at Joker's Hill",36,2,"Control",156,1,3,3,2,7,1,0,2,2,0,0,2,3,4,4,6,2,2,1,0,2,4,4,3,1,2,1,1,2,3,0,0
"528","koffler.ca",2013,"Koffler Scientific Reserve at Joker's Hill",36,3,"Control",102.1,3,5,3,3,9,2,0,3,1,0,0,2,4,3,5,7,1,4,1,0,2,3,6,3,0,3,1,2,1,5,0,0
"529","koffler.ca",2014,"Koffler Scientific Reserve at Joker's Hill",36,4,"Control",68.9,4,6,6,2,10,2,0,3,3,0,0,2,4,5,5,9,3,4,1,0,2,5,6,3,1,3,2,2,3,5,0,0
"530","koffler.ca",2015,"Koffler Scientific Reserve at Joker's Hill",36,5,"Control",70.4,6,8,6,2,13,2,0,3,3,0,0,2,4,5,5,9,3,4,1,0,2,5,6,3,1,3,2,2,3,5,0,0
"531","koffler.ca",2016,"Koffler Scientific Reserve at Joker's Hill",36,6,"Control",72.45,5,7,5,2,14,2,0,2,3,0,0,2,4,5,4,8,3,3,1,0,2,5,5,3,1,2,2,2,3,4,0,0
"532","koffler.ca",2017,"Koffler Scientific Reserve at Joker's Hill",36,7,"Control",86.7,8,9,5,2,14,2,0,3,2,0,0,1,3,3,4,7,2,4,1,0,1,3,5,2,1,3,1,2,2,5,0,0
